mechanism,n,domain,protocol,epsilon_h,epsilon_c,lambda,deposit_multiplier,deadline_sec,premium,k_bits,honest_payoff,fraud_payoff,deterrence,ic
StrongDeposit,100000,1024,olh,0.2,0.5,0.5,0.0,0.2,0.000000,17,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,0.5,0.0,0.2,0.000000,17,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,0.5,0.0,0.2,0.000000,17,-0.004000,-0.016000,0.016000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,0.5,0.0,0.2,0.000000,17,-0.042000,-0.008800,0.008800,0
NoVerify,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.004000,-0.016000,0.016000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,0.5,0.5,0.2,0.000000,17,-0.042000,-0.008800,0.008800,0
NoVerify,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.004000,-0.016000,0.016000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,0.5,1.0,0.2,0.000000,17,-0.042000,-0.008800,0.008800,0
NoVerify,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.004000,-0.256000,0.256000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,1.0,0.0,0.2,0.000000,21,-0.042000,-0.140800,0.140800,1
NoVerify,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.004000,-0.256000,0.256000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,1.0,0.5,0.2,0.000000,21,-0.042000,-0.140800,0.140800,1
NoVerify,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.004000,-0.256000,0.256000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,1.0,1.0,0.2,0.000000,21,-0.042000,-0.140800,0.140800,1
NoVerify,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.004000,-65.536000,65.536000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,2.0,0.0,0.2,0.000000,29,-0.042000,-36.044800,36.044800,1
NoVerify,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.004000,-65.536000,65.536000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,2.0,0.5,0.2,0.000000,29,-0.042000,-36.044800,36.044800,1
NoVerify,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.004000,-65.536000,65.536000,1
Deposit+PoW,100000,1024,olh,0.2,0.5,2.0,1.0,0.2,0.000000,29,-0.042000,-36.044800,36.044800,1
NoVerify,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.004000,-8.192000,8.192000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.25,0.0,0.2,0.000000,26,-0.042000,-4.505600,4.505600,1
NoVerify,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.004000,-8.192000,8.192000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.25,0.5,0.2,0.000000,26,-0.042000,-4.505600,4.505600,1
NoVerify,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.004000,-8.192000,8.192000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.25,1.0,0.2,0.000000,26,-0.042000,-4.505600,4.505600,1
NoVerify,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.5,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.5,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,0.5,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,1.0,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,1.0,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,1.0,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,2.0,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,2.0,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,1.0,2.0,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.25,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.25,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.25,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.5,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
